Area Code;Item Code;Element Code;Year;Qty
8;2617;5142;2013;0
8;2618;5142;2013;1
8;2619;5142;2013;0
8;2620;5142;2013;0
8;2625;5142;2013;9
8;2630;5142;2013;0
8;2633;5142;2013;0
8;2635;5142;2013;0
8;2640;5142;2013;0
8;2641;5142;2013;0
8;2642;5142;2013;0
8;2645;5142;2013;0
8;2655;5142;2013;1
8;2656;5142;2013;2
8;2657;5142;2013;0
8;2658;5142;2013;0
8;2731;5142;2013;1
8;2732;5142;2013;0
8;2733;5142;2013;1
8;2734;5142;2013;5
8;2735;5142;2013;0
8;2736;5142;2013;0
8;2740;5142;2013;0
8;2743;5142;2013;0
8;2737;5142;2013;0
8;2781;5142;2013;0
8;2782;5142;2013;0
8;2744;5142;2013;0
8;2848;5521;2013;0
8;2848;5142;2013;11
8;2761;5142;2013;0
8;2762;5142;2013;1
8;2763;5521;2013;0
8;2763;5142;2013;1
8;2764;5521;2013;0
8;2764;5142;2013;2
8;2765;5142;2013;1
8;2766;5142;2013;0
8;2767;5142;2013;1
8;2775;5142;2013;0
8;2680;5142;2013;0
8;2905;5521;2013;0
8;2905;5142;2013;7
8;2907;5521;2013;0
8;2907;5142;2013;2
8;2908;5521;2013;0
8;2909;5142;2013;3
8;2911;5142;2013;0
8;2912;5142;2013;0
8;2913;5142;2013;0
8;2914;5142;2013;1
8;2918;5142;2013;7
8;2919;5142;2013;14
8;2922;5142;2013;0
8;2923;5142;2013;0
8;2924;5142;2013;3
8;2943;5142;2013;8
8;2945;5142;2013;0
8;2946;5142;2013;0
8;2949;5142;2013;0
8;2948;5521;2013;0
8;2948;5142;2013;11
8;2960;5521;2013;0
8;2960;5142;2013;5
8;2961;5142;2013;0
8;2928;5142;2013;0
9;2511;5521;2013;0
9;2511;5142;2013;4273
9;2805;5142;2013;364
9;2513;5521;2013;13
9;2513;5142;2013;0
9;2514;5521;2013;4923
9;2514;5142;2013;433
9;2515;5521;2013;34
9;2515;5142;2013;0
9;2516;5521;2013;250
9;2516;5142;2013;27
9;2517;5521;2013;4
9;2518;5521;2013;1288
9;2520;5521;2013;21
9;2520;5142;2013;19
9;2532;5521;2013;90
9;2532;5142;2013;78
9;2531;5142;2013;1361
9;2533;5142;2013;372
9;2542;5142;2013;1717
9;2543;5142;2013;279
9;2745;5142;2013;2
9;2546;5142;2013;9
9;2547;5142;2013;7
9;2549;5142;2013;19
9;2551;5142;2013;18
9;2555;5521;2013;986
9;2555;5142;2013;0
9;2556;5142;2013;2
9;2558;5142;2013;0
9;2560;5142;2013;10
9;2561;5142;2013;1
9;2563;5142;2013;4
9;2570;5521;2013;0
9;2570;5142;2013;0
9;2571;5142;2013;118
9;2572;5142;2013;2
9;2573;5142;2013;445
9;2574;5142;2013;2
9;2575;5142;2013;3
9;2578;5142;2013;4
9;2579;5142;2013;0
9;2580;5142;2013;5
9;2582;5142;2013;25
9;2586;5142;2013;0
9;2601;5142;2013;696
9;2602;5142;2013;493
9;2605;5521;2013;0
9;2605;5142;2013;1670
9;2611;5142;2013;888
9;2612;5142;2013;176
9;2613;5142;2013;158
9;2615;5142;2013;532
9;2616;5142;2013;4
9;2617;5142;2013;817
9;2618;5142;2013;40
9;2619;5142;2013;0
9;2620;5142;2013;44
9;2625;5142;2013;508
9;2630;5142;2013;49
9;2633;5142;2013;40
9;2635;5142;2013;210
9;2640;5142;2013;2
9;2641;5142;2013;4
9;2642;5142;2013;0
9;2645;5142;2013;3
9;2655;5142;2013;1038
9;2656;5142;2013;1833
9;2657;5142;2013;4
9;2658;5142;2013;75
9;2731;5142;2013;2300
9;2732;5142;2013;65
9;2733;5142;2013;435
9;2734;5142;2013;1602
9;2735;5142;2013;43
9;2736;5142;2013;230
9;2740;5142;2013;38
9;2743;5142;2013;4
9;2737;5142;2013;81
9;2781;5521;2013;0
9;2781;5142;2013;0
9;2782;5142;2013;0
9;2744;5142;2013;472
9;2848;5521;2013;273
9;2848;5142;2013;8085
9;2761;5521;2013;0
9;2761;5142;2013;9
9;2762;5521;2013;0
9;2762;5142;2013;109
9;2763;5521;2013;8
9;2763;5142;2013;63
9;2764;5142;2013;0
9;2765;5142;2013;13
9;2766;5142;2013;63
9;2767;5142;2013;36
9;2769;5142;2013;0
9;2775;5142;2013;0
9;2905;5521;2013;6533
9;2905;5142;2013;5116
9;2907;5521;2013;90
9;2907;5142;2013;1812
9;2909;5142;2013;1999
9;2911;5142;2013;35
9;2912;5142;2013;18
9;2913;5521;2013;986
9;2913;5142;2013;18
9;2914;5142;2013;605
9;2918;5521;2013;0
9;2918;5142;2013;2858
9;2919;5142;2013;3167
9;2922;5142;2013;299
9;2923;5142;2013;8
9;2924;5142;2013;2950
9;2943;5142;2013;4445
9;2945;5142;2013;230
9;2946;5521;2013;0
9;2946;5142;2013;123
9;2949;5142;2013;472
9;2948;5521;2013;273
9;2948;5142;2013;8085
9;2960;5521;2013;8
9;2960;5142;2013;292
9;2961;5142;2013;0
1;2511;5521;2013;93
1;2511;5142;2013;389
1;2805;5521;2013;0
1;2805;5142;2013;9
1;2513;5521;2013;137
1;2513;5142;2013;0
1;2514;5521;2013;96
1;2514;5142;2013;0
1;2515;5521;2013;1
1;2515;5142;2013;0
1;2516;5521;2013;4
1;2516;5142;2013;1
1;2517;5521;2013;0
1;2518;5521;2013;0
1;2520;5521;2013;1
1;2520;5142;2013;6
1;2532;5521;2013;0
1;2531;5521;2013;225
1;2531;5142;2013;134
1;2534;5521;2013;0
1;2537;5521;2013;1
1;2542;5142;2013;98
1;2543;5142;2013;5
1;2745;5142;2013;2
1;2546;5521;2013;5
1;2547;5521;2013;2
1;2549;5521;2013;3
1;2549;5142;2013;0
1;2551;5142;2013;6
1;2555;5521;2013;0
1;2555;5142;2013;0
1;2556;5142;2013;1
1;2557;5521;2013;0
1;2558;5521;2013;0
1;2558;5142;2013;0
1;2560;5142;2013;0
1;2561;5142;2013;0
1;2563;5142;2013;3
1;2570;5521;2013;1
1;2570;5142;2013;0
1;2571;5142;2013;1
1;2572;5142;2013;0
1;2573;5142;2013;26
1;2574;5142;2013;0
1;2575;5142;2013;0
1;2576;5142;2013;0
1;2578;5142;2013;1
1;2579;5142;2013;0
1;2580;5142;2013;0
1;2582;5142;2013;0
1;2586;5142;2013;0
1;2601;5142;2013;262
1;2602;5142;2013;52
1;2605;5521;2013;13
1;2605;5142;2013;724
1;2611;5142;2013;14
1;2612;5142;2013;1
1;2613;5142;2013;2
1;2614;5142;2013;1
1;2615;5142;2013;2
1;2616;5142;2013;8
1;2617;5521;2013;19
1;2617;5142;2013;74
1;2618;5142;2013;0
1;2619;5142;2013;0
1;2620;5142;2013;40
1;2625;5142;2013;187
1;2630;5142;2013;12
1;2633;5142;2013;7
1;2635;5142;2013;0
1;2640;5142;2013;0
1;2641;5142;2013;0
1;2642;5521;2013;0
1;2645;5142;2013;0
1;2655;5142;2013;4
1;2656;5142;2013;19
1;2657;5142;2013;0
1;2658;5142;2013;1
1;2731;5142;2013;59
1;2732;5142;2013;9
1;2733;5142;2013;29
1;2734;5142;2013;40
1;2735;5142;2013;0
1;2736;5142;2013;14
1;2740;5142;2013;5
1;2743;5142;2013;0
1;2737;5142;2013;11
1;2781;5142;2013;0
1;2782;5142;2013;0
1;2744;5142;2013;35
1;2848;5521;2013;48
1;2848;5142;2013;622
1;2761;5142;2013;10
1;2762;5142;2013;0
1;2763;5521;2013;8
1;2763;5142;2013;2
1;2764;5142;2013;1
1;2765;5142;2013;0
1;2766;5142;2013;0
1;2767;5142;2013;0
1;2769;5142;2013;0
1;2775;5142;2013;0
1;2680;5142;2013;0
1;2905;5521;2013;332
1;2905;5142;2013;406
1;2907;5521;2013;225
1;2907;5142;2013;134
1;2908;5521;2013;1
1;2909;5142;2013;106
1;2911;5521;2013;9
1;2911;5142;2013;0
1;2912;5142;2013;6
1;2913;5521;2013;1
1;2913;5142;2013;4
1;2914;5142;2013;28
1;2918;5521;2013;13
1;2918;5142;2013;1039
1;2919;5521;2013;19
1;2919;5142;2013;330
1;2922;5142;2013;19
1;2923;5521;2013;0
1;2923;5142;2013;0
1;2924;5142;2013;24
1;2943;5142;2013;136
1;2945;5142;2013;14
1;2946;5142;2013;17
1;2949;5142;2013;35
1;2948;5521;2013;48
1;2948;5142;2013;622
1;2960;5521;2013;8
1;2960;5142;2013;13
1;2961;5142;2013;0
1;2928;5142;2013;0
10;2511;5521;2013;3200
10;2511;5142;2013;1645
10;2805;5142;2013;258
10;2513;5521;2013;2350
10;2514;5521;2013;200
10;2514;5142;2013;115
10;2515;5142;2013;24
10;2516;5521;2013;595
10;2516;5142;2013;4
10;2517;5521;2013;37
10;2518;5521;2013;1383
10;2520;5521;2013;171
10;2520;5142;2013;2
10;2532;5142;2013;5
10;2531;5521;2013;65
10;2531;5142;2013;1274
10;2533;5521;2013;2
10;2533;5142;2013;38
10;2534;5521;2013;2
10;2534;5142;2013;0
10;2537;5521;2013;0
10;2542;5521;2013;9
10;2542;5142;2013;851
10;2543;5142;2013;215
10;2745;5142;2013;10
10;2546;5142;2013;0
10;2547;5521;2013;97
10;2547;5142;2013;13
10;2549;5521;2013;494
10;2549;5142;2013;17
10;2551;5142;2013;174
10;2555;5521;2013;3
10;2555;5142;2013;4
10;2556;5142;2013;30
10;2558;5142;2013;2
10;2560;5142;2013;55
10;2563;5142;2013;66
10;2571;5142;2013;46
10;2572;5142;2013;2
10;2573;5142;2013;51
10;2574;5142;2013;218
10;2575;5142;2013;75
10;2577;5142;2013;84
10;2578;5142;2013;10
10;2579;5142;2013;3
10;2580;5142;2013;33
10;2582;5142;2013;7
10;2586;5142;2013;15
10;2601;5142;2013;687
10;2602;5142;2013;241
10;2605;5142;2013;1473
10;2611;5142;2013;364
10;2612;5142;2013;39
10;2613;5142;2013;10
10;2614;5142;2013;2
10;2615;5142;2013;347
10;2616;5142;2013;0
10;2617;5142;2013;534
10;2618;5142;2013;122
10;2619;5142;2013;5
10;2620;5142;2013;154
10;2625;5142;2013;480
10;2630;5142;2013;112
10;2633;5142;2013;70
10;2635;5142;2013;15
10;2640;5142;2013;3
10;2641;5142;2013;3
10;2642;5142;2013;0
10;2645;5142;2013;7
10;2655;5142;2013;455
10;2656;5142;2013;2081
10;2657;5142;2013;47
10;2658;5142;2013;27
10;2731;5142;2013;790
10;2732;5142;2013;231
10;2733;5142;2013;564
10;2734;5142;2013;1077
10;2735;5142;2013;52
10;2736;5142;2013;186
10;2740;5142;2013;86
10;2743;5142;2013;7
10;2737;5142;2013;76
10;2781;5521;2013;6
10;2781;5142;2013;0
10;2782;5142;2013;0
10;2744;5142;2013;199
10;2848;5521;2013;449
10;2848;5142;2013;5474
10;2761;5142;2013;96
10;2762;5142;2013;161
10;2763;5521;2013;173
10;2763;5142;2013;105
10;2764;5142;2013;51
10;2765;5142;2013;100
10;2766;5142;2013;28
10;2767;5142;2013;68
10;2769;5142;2013;5
10;2775;5142;2013;0
10;2680;5142;2013;8
10;2905;5521;2013;7936
10;2905;5142;2013;2048
10;2907;5521;2013;69
10;2907;5142;2013;1318
10;2908;5521;2013;0
10;2909;5521;2013;9
10;2909;5142;2013;1076
10;2911;5521;2013;590
10;2911;5142;2013;30
10;2912;5142;2013;174
10;2913;5521;2013;3
10;2913;5142;2013;157
10;2914;5142;2013;543
10;2918;5142;2013;2400
10;2919;5142;2013;2058
10;2922;5142;2013;197
10;2923;5142;2013;13
10;2924;5142;2013;2610
10;2943;5142;2013;2713
10;2945;5142;2013;186
10;2946;5521;2013;6
10;2946;5142;2013;169
10;2949;5142;2013;199
10;2948;5521;2013;449
10;2948;5142;2013;5474
10;2960;5521;2013;173
10;2960;5142;2013;609
10;2961;5142;2013;5
10;2928;5142;2013;8
11;2511;5521;2013;467
11;2511;5142;2013;689
11;2805;5521;2013;0
11;2805;5142;2013;31
11;2513;5521;2013;561
11;2513;5142;2013;3
11;2514;5521;2013;1157
11;2514;5142;2013;105
11;2515;5521;2013;119
11;2515;5142;2013;103
11;2516;5521;2013;75
11;2516;5142;2013;19
11;2517;5521;2013;2
11;2518;5521;2013;10
11;2520;5521;2013;532
11;2520;5142;2013;0
11;2532;5521;2013;0
11;2531;5521;2013;8
11;2531;5142;2013;496
11;2533;5142;2013;0
11;2535;5142;2013;0
11;2534;5142;2013;0
11;2542;5521;2013;3
11;2542;5142;2013;336
11;2543;5142;2013;38
11;2745;5142;2013;11
11;2546;5142;2013;2
11;2547;5521;2013;14
11;2547;5142;2013;4
11;2549;5521;2013;24
11;2549;5142;2013;2
11;2551;5142;2013;58
11;2555;5521;2013;80
11;2555;5142;2013;17
11;2556;5142;2013;9
11;2557;5521;2013;28
11;2557;5142;2013;8
11;2558;5521;2013;0
11;2558;5142;2013;0
11;2560;5142;2013;6
11;2561;5142;2013;2
11;2563;5142;2013;6
11;2570;5521;2013;1
11;2570;5142;2013;3
11;2571;5521;2013;1
11;2571;5142;2013;10
11;2572;5142;2013;0
11;2573;5142;2013;58
11;2574;5142;2013;80
11;2575;5142;2013;0
11;2577;5142;2013;3
11;2578;5142;2013;11
11;2579;5142;2013;0
11;2580;5142;2013;8
11;2582;5142;2013;7
11;2586;5142;2013;14
11;2601;5142;2013;162
11;2602;5142;2013;85
11;2605;5521;2013;0
11;2605;5142;2013;634
11;2611;5142;2013;219
11;2612;5142;2013;31
11;2613;5142;2013;7
11;2614;5142;2013;7
11;2615;5142;2013;93
11;2616;5142;2013;1
11;2617;5142;2013;411
11;2618;5142;2013;22
11;2619;5142;2013;1
11;2620;5142;2013;74
11;2625;5142;2013;443
11;2630;5142;2013;81
11;2633;5142;2013;7
11;2635;5142;2013;4
11;2640;5142;2013;1
11;2641;5142;2013;2
11;2642;5142;2013;0
11;2645;5142;2013;5
11;2655;5142;2013;269
11;2656;5142;2013;908
11;2657;5142;2013;4
11;2658;5142;2013;42
11;2731;5142;2013;146
11;2732;5142;2013;10
11;2733;5142;2013;447
11;2734;5521;2013;0
11;2734;5142;2013;158
11;2735;5142;2013;12
11;2736;5142;2013;11
11;2740;5142;2013;47
11;2743;5142;2013;67
11;2737;5142;2013;99
11;2781;5142;2013;0
11;2782;5142;2013;0
11;2744;5142;2013;125
11;2848;5521;2013;305
11;2848;5142;2013;2192
11;2761;5142;2013;35
11;2762;5142;2013;25
11;2763;5521;2013;25
11;2763;5142;2013;37
11;2764;5142;2013;7
11;2765;5521;2013;0
11;2765;5142;2013;9
11;2766;5142;2013;2
11;2767;5142;2013;4
11;2769;5142;2013;0
11;2775;5142;2013;0
11;2680;5142;2013;0
11;2905;5521;2013;2923
11;2905;5142;2013;951
11;2907;5521;2013;8
11;2907;5142;2013;496
11;2909;5521;2013;3
11;2909;5142;2013;385
11;2911;5521;2013;37
11;2911;5142;2013;7
11;2912;5142;2013;58
11;2913;5521;2013;109
11;2913;5142;2013;51
11;2914;5521;2013;1
11;2914;5142;2013;190
11;2918;5521;2013;0
11;2918;5142;2013;881
11;2919;5142;2013;1309
